iter	RMSE
151	4.572599897
152	4.55572459
153	4.546291264
154	4.5406867
155	4.526173816
156	4.510327318
157	4.504010693
158	4.489776835
159	4.471417707
160	4.460425289
161	4.453133212
162	4.447057415
163	4.443257622
164	4.437992367
165	4.420533067
166	4.417165932
167	4.407077641
168	4.39358036
169	4.389717716
170	4.383331406
171	4.364297139
172	4.350114121
173	4.321714523
174	4.302968462
175	4.293885054
176	4.28328104
177	4.268507709
178	4.266220722
179	4.259954248
180	4.256438998
181	4.250695762
182	4.238064865
183	4.231937898
184	4.229827097
185	4.222359741
186	4.213796842
187	4.203808323
188	4.198281962
189	4.190045457
190	4.181222203
191	4.175779926
192	4.171302122
193	4.164767946
194	4.157816743
195	4.1462341
196	4.135860849
197	4.132380375
198	4.127429966
199	4.123682996
200	4.113972466
201	4.106543177
202	4.082098923
203	4.074487685
204	4.066129153
205	4.054736557
206	4.0421216
207	4.030650411
208	4.019850875
209	4.015863324
210	4.009415368
211	4.000527382
212	3.988463664
213	3.983389518
214	3.977253798
215	3.963435216
216	3.953811938
217	3.947914811
218	3.932126622
219	3.921086119
220	3.910098221
221	3.903801138
222	3.89763973
223	3.890982169
224	3.878505708
225	3.873667614
226	3.868319235
227	3.861313146
228	3.853042366
229	3.84744321
230	3.838970325
231	3.825918042
232	3.821827385
233	3.808411328
234	3.803208933
235	3.796260738
236	3.788584379
237	3.779513479
238	3.775156437
239	3.770236602
240	3.765543276
241	3.76178677
242	3.751718054
243	3.748651733
244	3.745233759
245	3.737818368
246	3.730808359
247	3.719359743
248	3.713715752
249	3.701050795
250	3.696176337
251	3.686639366
252	3.683237106
253	3.677095087
254	3.662354062
255	3.657298379
256	3.65230164
257	3.636162962
258	3.626119403
259	3.61843409
260	3.612433575
261	3.60993567
262	3.60453364
263	3.595323021
264	3.579322963
265	3.570408249
266	3.565488048
267	3.55794193
268	3.55456507
269	3.541166411
270	3.538054766
271	3.535445185
272	3.52998867
273	3.524610725
274	3.517150682
275	3.510412769
276	3.502835129
277	3.49921652
278	3.496599277
279	3.493787922
280	3.488128083
281	3.485428726
282	3.478070242
283	3.474089289
284	3.470466648
285	3.468556231
286	3.462518889
287	3.459619809
288	3.454083693
289	3.444509756
290	3.441297761
291	3.425592403
292	3.418277135
293	3.410560753
294	3.404180555
295	3.397304189
296	3.392200946
297	3.388824399
298	3.386317345
299	3.379806261
300	3.371802563
301	3.362836413
302	3.358063262
303	3.351361746
304	3.346325122
305	3.344413729
306	3.339714719
307	3.337552312
308	3.329890236
309	3.322506087
310	3.319127108
311	3.316424122
312	3.309469965
313	3.306853641
314	3.299956003
315	3.29977223
316	3.294584385
317	3.288098139
318	3.28628776
319	3.280902063
320	3.274559718
321	3.269473908
322	3.267806775
323	3.258529934
324	3.251809015
325	3.248821754
326	3.245964619
327	3.237182719
328	3.232575872
329	3.22769836
330	3.224900153
331	3.222450997
332	3.218352625
333	3.214694837
334	3.210324487
335	3.205956659
336	3.202186193
337	3.198023056
338	3.19549901
339	3.190316722
340	3.187483844
341	3.1834839
342	3.178778384
343	3.166916586
344	3.164168525
345	3.159908542
346	3.154899409
347	3.151616277
348	3.149424463
349	3.136448738
350	3.132848428
351	3.126130552
352	3.119563871
353	3.114456213
354	3.110226864
355	3.106648997
356	3.106504115
357	3.100742124
358	3.093523155
359	3.092074154
360	3.085510174
361	3.077528883
362	3.072810246
363	3.061361983
364	3.057016444
365	3.051326067
366	3.046307448
367	3.040231127
368	3.034051436
369	3.032034913
370	3.025012139
371	3.018792797
372	3.011720828
373	3.009224541
374	3.002333914
375	2.995170339
376	2.99270147
377	2.99086971
378	2.987488343
379	2.985997786
380	2.982665534
381	2.979837194
382	2.975865074
383	2.973791239
384	2.968269781
385	2.965437208
386	2.959348294
387	2.957992929
388	2.951011662
389	2.945034872
390	2.942996429
391	2.938546593
392	2.937677589
393	2.936174087
394	2.924753677
395	2.916550374
396	2.913078369
397	2.907302752
398	2.904225662
399	2.900461911
400	2.896108164
401	2.890946312
402	2.878399239
403	2.865019061
404	2.86040845
405	2.854817317
406	2.851791298
407	2.848241814
408	2.844911561
409	2.832465245
410	2.822344255
411	2.817180309
412	2.815855256
413	2.811162638
414	2.80847628
415	2.796205014
416	2.784924387
417	2.781284747
418	2.779824452
419	2.773778145
420	2.764206228
421	2.759985198
422	2.756232173
423	2.754186508
424	2.750267017
425	2.747267258
426	2.739854368
427	2.7374523
428	2.734025838
429	2.731001897
430	2.727334437
431	2.724507548
432	2.723220591
433	2.71865146
434	2.714150185
435	2.712373967
436	2.712091573
437	2.706303624
438	2.700239543
439	2.695959517
440	2.690415388
441	2.682743518
442	2.678632389
443	2.671762346
444	2.6667377
445	2.664890623
446	2.659834495
447	2.652960213
448	2.652829735
449	2.648066456
450	2.647922851
451	2.637408804
452	2.635144171
453	2.63245215
454	2.630462238
455	2.628562017
456	2.62784732
457	2.621978553
458	2.617384547
459	2.613772564
460	2.611195573
461	2.608006578
462	2.605372596
463	2.600060496
464	2.596954519
465	2.594409073
466	2.588767548
467	2.586202781
468	2.584728007
469	2.581685459
470	2.580174286
471	2.580028892
472	2.575656057
473	2.574005417
474	2.561835908
475	2.556414235
476	2.554553676
477	2.550688933
478	2.546956409
479	2.545623483
480	2.543833375
481	2.540286819
482	2.532924215
483	2.530121019
484	2.528073201
485	2.52671446
486	2.524271378
487	2.51818857
488	2.513728246
489	2.51088099
490	2.507528967
491	2.506004484
492	2.498565232
493	2.49599874
494	2.494249113
495	2.48986961
496	2.488184394
497	2.484107547
498	2.477198482
499	2.475874549
500	2.470770931
501	2.466551123
502	2.464549865
503	2.461437754
504	2.458296179
505	2.453427823
506	2.450424409
507	2.449958054
508	2.449408843
509	2.441459162
510	2.440318809
511	2.439152709
512	2.433212145
513	2.430318073
514	2.421237893
515	2.417709523
516	2.413015321
517	2.409860958
518	2.404075073
519	2.402330398
520	2.396857365
521	2.393250557
522	2.392811204
523	2.386674663
524	2.38250757
525	2.379152334
526	2.372558519
527	2.369628757
528	2.368261471
529	2.367479972
530	2.365266775
531	2.364513648
532	2.361410557
533	2.360349226
534	2.356967146
535	2.353662936
536	2.35001678
537	2.346422202
538	2.343883862
539	2.34155268
540	2.338200964
541	2.335192767
542	2.331954976
543	2.325654026
544	2.323768359
545	2.32084861
546	2.317326076
547	2.311327172
548	2.308030891
549	2.305107535
550	2.301681344
551	2.300884917
552	2.297322841
553	2.292414891
554	2.290716859
555	2.286517852
556	2.28412149
557	2.281788944
558	2.281606852
559	2.278576181
560	2.276555891
561	2.27378822
562	2.266735561
563	2.261182243
564	2.257121187
565	2.253420557
566	2.249980085
567	2.248823135
568	2.24644907
569	2.243613034
570	2.239987393
571	2.236938937
572	2.235759851
573	2.231744177
574	2.229856134
575	2.227796826
576	2.227064176
577	2.224107058
578	2.221187158
579	2.219049586
580	2.215029829
581	2.213957722
582	2.210540977
583	2.208815194
584	2.207839853
585	2.204709515
586	2.19885004
587	2.19766748
588	2.195947484
589	2.192012783
590	2.188872974
591	2.186726377
592	2.181492832
593	2.177860543
594	2.176173064
595	2.174352771
596	2.171682251
597	2.170566691
598	2.168385781
599	2.165293967
600	2.163096561
601	2.161620794
602	2.158935204
603	2.157435381
604	2.150390141
605	2.149364372
606	2.147327867
607	2.146245973
608	2.143507458
609	2.142581372
610	2.141019662
611	2.13644517
612	2.135137558
613	2.134714022
614	2.129668914
615	2.12752427
616	2.125201224
617	2.121857221
618	2.11975394
619	2.115052511
620	2.114961381
621	2.108402247
622	2.10471264
623	2.102363288
624	2.101598261
625	2.100818597
626	2.096490328
627	2.094059988
628	2.09240699
629	2.09069489
630	2.0869603
631	2.085087128
632	2.082523559
633	2.075763255
634	2.0740026
635	2.070940988
636	2.067192905
637	2.065526225
638	2.064112852
639	2.062163042
640	2.061339024
641	2.05923173
642	2.051968448
643	2.047622187
644	2.043949221
645	2.041378973
646	2.041086883
647	2.036439926
648	2.033050615
649	2.032584489
650	2.026946634
651	2.025869835
652	2.024617351
653	2.023070958
654	2.020748287
655	2.018766148
656	2.017046289
657	2.01352333
658	2.011868846
659	2.009648252
660	2.007062366
661	2.006006379
662	2.004408666
663	2.000711734
664	1.996951489
665	1.996401743
666	1.994219945
667	1.991639844
668	1.991145185
669	1.987450337
670	1.98519207
671	1.984759913
672	1.980959622
673	1.977055759
674	1.975025277
675	1.972089387
676	1.970312742
677	1.966979986
678	1.966098278
679	1.963747068
680	1.96076604
681	1.959235475
682	1.957855033
683	1.956607283
684	1.955524483
685	1.953470759
686	1.952199734
687	1.949501162
688	1.947282893
689	1.947126374
690	1.944046901
691	1.94103254
692	1.937922617
693	1.936758008
694	1.934530504
695	1.933320185
696	1.929788098
697	1.92793783
698	1.924947214
699	1.922919063
700	1.918558301
701	1.917730639
702	1.915765046
703	1.913496012
704	1.9105156
705	1.90938808
706	1.90667505
707	1.900774957
708	1.900705237
709	1.896783027
710	1.891109206
711	1.888031058
712	1.886172722
713	1.883946239
714	1.882062955
715	1.881738155
716	1.878915668
717	1.875692298
718	1.874494567
719	1.873124027
720	1.871127836
721	1.866144887
722	1.865112752
723	1.861529136
724	1.859140378
725	1.857464418
726	1.854148947
727	1.854041323
728	1.852969722
729	1.850181345
730	1.847131346
731	1.844484886
732	1.844098482
733	1.842333585
734	1.841654603
735	1.840314062
736	1.83630514
737	1.834297672
738	1.831072115
739	1.827548901
740	1.825826454
741	1.823149919
742	1.821196408
743	1.817485411
744	1.814880184
745	1.813597818
746	1.813231558
747	1.810223803
748	1.810089327
749	1.807228308
750	1.805206325
751	1.802153441
752	1.800036132
753	1.798375011
754	1.79552574
755	1.793455504
756	1.791372455
757	1.790491468
758	1.790379795
759	1.787361343
760	1.786071469
761	1.784164107
762	1.782452899
763	1.781040457
764	1.779587889
765	1.778722954
766	1.778011107
767	1.777360987
768	1.777121234
769	1.777065274
770	1.775674961
771	1.771086348
772	1.771049953
773	1.767761393
774	1.766660922
775	1.765725274
776	1.763091312
777	1.759102608
778	1.756157714
779	1.754294229
780	1.750309499
781	1.749240266
782	1.745396464
783	1.742096767
784	1.738914033
785	1.736834847
786	1.735534575
787	1.730893064
788	1.728970289
789	1.728338929
790	1.725138608
791	1.719216336
792	1.713726885
793	1.712990833
794	1.71186284
795	1.708769839
796	1.7055472
797	1.705127303
798	1.702791681
799	1.698917821
800	1.696757617
801	1.694193527
802	1.69005141
803	1.688662041
804	1.686358451
805	1.684648166
806	1.681747065
807	1.678305104
808	1.674897445
809	1.670662063
810	1.668840646
811	1.668823646
812	1.667099418
813	1.664967081
814	1.662171063
815	1.658340982
816	1.657186484
817	1.654595788
818	1.6523962
819	1.648466444
820	1.646411432
821	1.643933666
822	1.64219199
823	1.639936943
824	1.638000579
825	1.637326856
826	1.636642497
827	1.634728459
828	1.633679646
829	1.632815583
830	1.628863474
831	1.628015747
832	1.626696687
833	1.62626219
834	1.62546373
835	1.62241218
836	1.619288511
837	1.618731431
838	1.616889572
839	1.615380652
840	1.614945992
841	1.612711327
842	1.612592074
843	1.61196912
844	1.609479852
845	1.609357804
846	1.605785926
847	1.603035237
848	1.600350502
849	1.598004277
850	1.597454795
851	1.59589496
852	1.595163786
853	1.591535137
854	1.590548858
855	1.590093315
856	1.590029418
857	1.588870867
858	1.58689103
859	1.584746854
860	1.582533244
861	1.581364975
862	1.580504301
863	1.579427354
864	1.575062702
865	1.573715803
866	1.571562062
867	1.568586687
868	1.568504138
869	1.567302515
870	1.56171803
871	1.559478823
872	1.55721962
873	1.554906754
874	1.554027429
875	1.55108317
876	1.549082299
877	1.544909171
878	1.542548375
879	1.538948571
880	1.537718702
881	1.53467695
882	1.533351956
883	1.532375318
884	1.532093842
885	1.531559243
886	1.528997527
887	1.526423011
888	1.524737696
889	1.522075046
890	1.521060341
891	1.520258838
892	1.518424352
893	1.517129135
894	1.515257877
895	1.513436841
896	1.509947435
897	1.50897238
898	1.507141541
899	1.50711458
900	1.505445618
901	1.503912753
902	1.501348716
903	1.498886434
904	1.497531957
905	1.496212801
906	1.494975799
907	1.493945244
908	1.492104507
909	1.491940203
910	1.491052127
911	1.490944096
912	1.489573133
913	1.488900753
914	1.488281358
915	1.487817367
916	1.48606976
917	1.486028157
918	1.484480565
919	1.48391633
920	1.48151577
921	1.48065137
922	1.478841682
923	1.476823999
924	1.475182598
925	1.474551004
926	1.473971216
927	1.472250505
928	1.470728976
929	1.470321472
930	1.469253266
931	1.467939889
932	1.466798812
933	1.465291299
934	1.463916547
935	1.462190312
936	1.459286655
937	1.456726104
938	1.456188387
939	1.456119674
940	1.45519083
941	1.454592748
942	1.451758258
943	1.449369767
944	1.446959005
945	1.446124713
946	1.444609865
947	1.444530938
948	1.444438525
949	1.441981714
950	1.440990847
951	1.440326388
952	1.438344719
953	1.43828596
954	1.437907424
955	1.436984669
956	1.435986937
957	1.434376951
958	1.433156488
959	1.431912325
960	1.428974498
961	1.427291011
962	1.425822294
963	1.424617003
964	1.422362734
965	1.421365654
966	1.420503422
967	1.418419587
968	1.418052371
969	1.416787366
970	1.415271959
971	1.414816209
972	1.413546852
973	1.411637976
974	1.41019186
975	1.408442381
976	1.406741872
977	1.405427858
978	1.403842284
979	1.402795283
980	1.40187347
981	1.400490948
982	1.398730886
983	1.398042101
984	1.396742146
985	1.394992816
986	1.393740635
987	1.39323515
988	1.391408839
989	1.390435131
990	1.389997493
991	1.388255413
992	1.38762855
993	1.387141769
994	1.385488347
995	1.383985332
996	1.383051729
997	1.381686563
998	1.380988466
999	1.379788601
